action,proto,src_ip,src_port,dest_ip,dest_port,family,behavior,description,sign_source,author,threat_judge,attack_phase,apt_org,extract_date,attack_direction,remarks,cve_number,threat_level,threat_type,id,refer,payload,classtype,sid,rev,metadata
alert,tcp,any,any,None,<>,Unknown,['VulnerabilityIntrusion'],CVE-2015-3036,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2015-3036,HighRisk,['Exploits'],130017207,[],None,classtype:Exploits;,id:130017207;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['VulnerabilityIntrusion'],CVE-2016-8704,ArtificialExtraction,CHENGJIERUI,Threat,Invasion,,20171221,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-8704,HighRisk,['Exploits'],130017219,[],None,classtype:Exploits;,id:130017219;,rev:1;,
alert,tcp,any,any,None,<>,Unknown,['VulnerabilityIntrusion'],CVE-2016-8705,ArtificialExtraction,YANGSAI,Threat,,,20171225,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2016-8705,HighRisk,['Exploits'],130017221,[],None,classtype:Exploits;,id:130017221;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],CVE-2017-2741,ArtificialExtraction,DENGCONG,Threat,Invasion,,20180123,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2017-2741,HighRisk,['Exploits'],130017223,[],None,classtype:Exploits;,id:130017223;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ET SHELLCODE Linux/x86-64 - Polymorphic Setuid(0) & Execve(/bin/sh) Shellcode,reference:url,a41l4.blogspot.ca/2017/03/polysetuidexecve1434.html,ArtificialExtraction,DENGCONG,Threat,Invasion,,20180131,{'Obj': 'Victim'; 'Source': 'Attacker'},ET SHELLCODE Linux/x86-64 - Polymorphic Setuid(0) & Execve(/bin/sh) Shellcode,reference:url,a41l4.blogspot.ca/2017/03/polysetuidexecve1434.html,,HighRisk,['Exploits'],130017235,[],None,classtype:Exploits;,id:130017235;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],CVE-2017-1000353,ArtificialExtraction,WQ,Threat,Invasion,,20180711,{'Obj': 'Victim'; 'Source': 'Attacker'},,CVE-2017-1000353,HighRisk,['Exploits'],130017329,[],None,classtype:Exploits;,id:130017329;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Mikrotik Winbox Arbitrary File Read,ArtificialExtraction,WQ,Threat,Intention,,20180711,{'Obj': 'Victim'; 'Source': 'Attacker'},Mikrotik Winbox Arbitrary File Read,,IntermediateRisk,['Exploits'],130017333,[],None,classtype:Exploits;,id:130017333;,rev:1;,
alert,tcp,any,any,any,80,ZeroAccess,['VulnerabilityIntrusion'],ZeroAccess,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['APT'],100017335,[],flow:to_server;established; urilen:5<>14; content:"|0D 0A|Accept: */*|0D 0A|Accept-Encoding: identity; *|3B|q=0|0D 0A|Connection: close|0D 0A|User-Agent: "; fast_pattern:only; http_header; content:".exe HTTP/1.0|0D 0A|Host: "; pcre:"/^\x2f[a-z\d]{1;8}\.exe$/Ui"; ),classtype:APT;,id:100017335;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,udp,any,any,any,2090,Palevo,['VulnerabilityIntrusion'],Palevo,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017353,[],flow:to_server; dsize:21; content:"|00 00|"; depth:2; offset:19; ),classtype:RAT;,id:40017353;,rev:4;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community;
alert,tcp,any,any,any,80,Gozi,['VulnerabilityIntrusion'],Gozi,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017357,[],flow:to_server;established; content:"/post.aspx?forumID="; fast_pattern:only; http_uri; content:"|0D 0A|URL: http"; depth:11; offset:17; http_client_body; content:!"Accept"; http_header; pcre:"/^(?!\d{17}|[A-F]{17})[A-F0-9]{17}/P"; ),classtype:RAT;,id:40017357;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Neverquest,['VulnerabilityIntrusion'],Neverquest,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017359,[],flow:to_server;established; content:"forumdisplay.php?fid="; fast_pattern:only; http_uri; content:"id="; depth:3; http_client_body; content:!"Accept"; http_header; pcre:"/^id\x3d[A-F\d]{32}(\x26info\x3d[A-F\d]{24})?$/P"; ),classtype:RAT;,id:40017359;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Backdoor,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017361,[],flow:to_server;established; content:"/is-ready"; fast_pattern:only; http_uri; content:"User|2D|Agent|3A 20|"; http_header; content:"|3C 7C 3E|"; within:3; distance:8; http_header; content:"|3C 7C 3E|"; within:18; http_header; content:"|3C 7C 3E|Microsoft Windows"; within:84; http_header; ),classtype:Backdoor;,id:190017361;,rev:4;,metadata:impact_flag red; policy balanced-ips drop; policy max-detect-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Zollard,['VulnerabilityIntrusion'],Zollard,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017363,[],flow:to_server;established; content:"User-Agent|3A| Zollard|0D 0A|"; fast_pattern:only; http_header; ),classtype:Backdoor;,id:190017363;,rev:4;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Zbot,['VulnerabilityIntrusion'],Zbot,ArtificialExtraction,bala,Threat,Control,,20180629,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017365,[],flow:to_server;established; content:"User-Agent|3A| z00sAgent"; fast_pattern:only; http_header; ),classtype:Backdoor;,id:190017365;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,fakeav,['VulnerabilityIntrusion'],fakeav,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Ransomware'],70017371,[],flow:to_server;established; urilen:>150; content:"/?"; depth:2; http_uri; content:"Firefox/4.0b8pre|0D 0A|"; fast_pattern:only; http_header; pcre:"/^\/\?[a-z0-9]{2}\=[a-z1-9]{100}/siU"; ),classtype:Ransomware;,id:70017371;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Rovnix,['VulnerabilityIntrusion'],Rovnix,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017373,[],flow:to_server;established; content:"/config.php?"; fast_pattern:only; http_uri; content:"version="; http_uri; content:"user="; http_uri; content:"server="; http_uri; content:"id="; http_uri; content:"crc="; http_uri; content:"id="; http_uri; ),classtype:Backdoor;,id:190017373;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017377,[],flow:to_server;established; content:"/cmd?version="; fast_pattern:only; http_uri; content:"&aid="; http_uri; content:"&id="; distance:0; http_uri; content:"&os="; within:4; distance:36; http_uri; ),classtype:RAT;,id:40017377;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017379,[],flow:to_server;established; content:"|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|"; fast_pattern:only; http_client_body; content:"|0D 0A|TP="; http_client_body; content:"|0D 0A|LGSN="; distance:0; http_client_body; ),classtype:RAT;,id:40017379;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017381,[],flow:to_server;established; content:"|3B 20|Windows NT 5.0|0D 0A|Host:"; fast_pattern:only; http_header; content:" HTTP/1.1|0D 0A|Connection: Keep-Alive|0D 0A|Accept: */*|0D 0A|User-Agent: Mozilla/"; ),classtype:Exploits;,id:130017381;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,any,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017383,[],flow:to_client;established; content:"JOIN |3A|#"; content:"!dl http://"; fast_pattern:only; ),classtype:Exploits;,id:130017383;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service irc;
alert,tcp,any,any,any,80,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017385,[],flow:to_server;established; content:"User-Agent|3A| Mozilla/4.0 |28|compatible|29 0D 0A|"; fast_pattern:only; http_header; content:"/launch.php"; http_uri; content:"?f="; http_uri; content:"&s="; distance:0; http_uri; content:"&is_direct="; distance:0; http_uri; ),classtype:Exploits;,id:130017385;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017387,[],flow:to_server;established; content:"User-Agent|3A| Mozilla/4.0 |28|compatible|29 0D 0A|"; fast_pattern:only; http_header; content:"/direct.php"; http_uri; content:"?f="; http_uri; content:"&s="; http_uri; pcre:"/\x2Fdirect\.php\x3Ff=[0-9]{8}\x26s=[a-z0-9]{3}\.[a-z]{1;4}/U"; ),classtype:Exploits;,id:130017387;,rev:4;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,any,Neeris,['VulnerabilityIntrusion'],Neeris,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017391,[],flow:to_server;established; content:"JOIN #biz abc|0D 0A|"; depth:15; ),classtype:RAT;,id:40017391;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service irc;
alert,tcp,any,any,any,any,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017393,[],flow:to_server;established; content:"JOIN #n jobs|0D 0A|"; depth:14; ),classtype:Exploits;,id:130017393;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service irc;
alert,tcp,any,any,any,any,Steckt,['VulnerabilityIntrusion'],Steckt,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017395,[],flow:to_server;established; content:"JOIN #test1|20 7C 0D 0A|JOIN #test2|20 7C 0D 0A|JOIN #test3 (null)|0D 0A|"; depth:50; ),classtype:Exploits;,id:130017395;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service irc;
alert,tcp,any,80,any,any,Banload,['VulnerabilityIntrusion'],Banload,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['RAT'],40017397,[],flow:to_client;established; content:"/avcheck.exe|0D 0A 0D 0A|"; fast_pattern:only; http_header; content:"|0D 0A|Location: https://dl.dropboxusercontent.com/"; http_header; pcre:"/\r\nLocation\x3a\x20https\x3a\x2f{2}dl\.dropboxusercontent\.com\/[a-zA-Z\d\x2f]{5;32}\/avcheck\.exe\r\n\r\n$/H"; ),classtype:RAT;,id:40017397;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Zeus,['VulnerabilityIntrusion'],Zeus,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017399,[],flow:to_server;established; urilen:13;norm; content:"/webstat/?i="; depth:12; fast_pattern; http_uri; content:"User-Agent: Mozilla/7"; http_header; content:"|3B 20|MSIE|20|"; distance:0; http_header; content:!"Accept-Encoding:"; http_header; ),classtype:RAT;,id:40017399;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017403,[],flow:to_server;established; content:"User-Agent: fortis|0D 0A|"; fast_pattern:only; http_header; ),classtype:Exploits;,id:130017403;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Unknown,['VulnerabilityIntrusion'],Exploits,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017405,[],flow:to_server;established; content:"/se/gate.php"; http_uri; content:"HTTP/1.1|0D 0A|Cache-Control: no-cache|0D 0A|Connection: close|0D 0A|Pragma: no-cache|0D 0A|Content-Type: application/x-www-form-urlencoded|0D 0A|User-Agent: Mozilla/4.0|0D 0A|Content-Length: "; fast_pattern:only; pcre:"/\x3d\x0a$/P"; ),classtype:Exploits;,id:130017405;,rev:1;,metadata:policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Strictor,['VulnerabilityIntrusion'],Strictor,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017407,[],flow:to_server;established; urilen:19;norm; content:"/mod/lookfashon.jpg"; fast_pattern:only; http_uri; content:!"Accept-Language:"; http_header; ),classtype:Exploits;,id:130017407;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Graftor,['VulnerabilityIntrusion'],Graftor,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017409,[],flow:to_server;established; content:"/chamjavanv.inf?aapf/login.jsp?="; fast_pattern:only; http_uri; ),classtype:Exploits;,id:130017409;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Graftor,['VulnerabilityIntrusion'],Graftor,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017411,[],flow:to_server;established; content:"/novredir_inf.php?apt/login.jsp?="; fast_pattern:only; http_uri; ),classtype:Exploits;,id:130017411;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Dropper,['VulnerabilityIntrusion'],Dropper,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017413,[],flow:to_server;established; urilen:19;norm; content:"/FileToDownload.exe"; fast_pattern:only; http_uri; content:"Host: dl.dropbox.com|0D 0A|"; http_header; content:!"Accept"; http_header; content:!"User-Agent"; http_header; ),classtype:Exploits;,id:130017413;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,80,any,any,Graftor,['VulnerabilityIntrusion'],Graftor,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Attacker'; 'Source': 'Victim'},,,HighRisk,['Exploits'],130017415,[],flow:to_client;established; content:"|3B 20|filename=CostcoForm.zip|0D 0A|"; fast_pattern:only; http_header; file_data; content:"CostcoForm.exe"; ),classtype:Exploits;,id:130017415;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Zusy,['VulnerabilityIntrusion'],Zusy,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017417,[],flow:to_server;established; content:"rotina=UPDATE&tip=stat&nome="; depth:28; fast_pattern; http_client_body; content:"&tmp="; distance:0; http_client_body; content:"&stat="; distance:0; http_client_body; ),classtype:RAT;,id:40017417;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,DomaIQ,['VulnerabilityIntrusion'],DomaIQ,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017445,[],flow:to_server;established; content:"/trace/Start HTTP/1.1|0D 0A|Host: "; fast_pattern:only; content:"/debug/Version/"; depth:15; http_uri; content:!"Accept"; http_header; content:!"User-Agent:"; http_header; ),classtype:Exploits;,id:130017445;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Graftor,['VulnerabilityIntrusion'],Graftor,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017447,[],flow:to_server;established; content:"&bolausado"; fast_pattern:only; http_client_body; content:"rotina="; depth:7; http_client_body; content:"&casa="; distance:0; http_client_body; content:"&idcliente"; distance:0; http_client_body; content:"&outro="; distance:0; http_client_body; ),classtype:Exploits;,id:130017447;,rev:1;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Linkup,['VulnerabilityIntrusion'],Linkup,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Exploits'],130017449,[],flow:to_server;established; urilen:20; content:"POST"; http_method; content:"/uplink.php?logo.jpg"; fast_pattern:only; http_uri; content:"User-Agent: Mozilla/5.0"; http_header; content:"token="; depth:6; http_client_body; ),classtype:Exploits;,id:130017449;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Careto,['VulnerabilityIntrusion'],Careto,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017451,[],flow:to_server;established; content:"Mozilla/4.0 |28|compatible|3B| MSIE 4.01|3B| Windows NT|29 0D 0A|"; fast_pattern:only; http_header; ),classtype:Backdoor;,id:190017451;,rev:3;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Careto,['VulnerabilityIntrusion'],Careto,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017453,[],flow:to_server;established; content:"Group|3D|"; http_uri; content:"Install|3D|"; http_uri; content:"Ver|3D|"; http_uri; content:"Ask|3D|"; http_uri; content:"Bn|3D|"; http_uri; ),classtype:Backdoor;,id:190017453;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Careto,['VulnerabilityIntrusion'],Careto,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017455,[],flow:to_server;established; content:"/ag/plugin.crx"; fast_pattern:only; http_uri; ),classtype:Backdoor;,id:190017455;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Careto,['VulnerabilityIntrusion'],Careto,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017457,[],flow:to_server;established; content:"/l/af_l_addon.xpi"; fast_pattern:only; http_uri; ),classtype:Backdoor;,id:190017457;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Careto,['VulnerabilityIntrusion'],Careto,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['Backdoor'],190017459,[],flow:to_server;established; content:"/m/f_l_addon.xpi"; fast_pattern:only; http_uri; ),classtype:Backdoor;,id:190017459;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
alert,tcp,any,any,any,80,Jackpos,['VulnerabilityIntrusion'],Jackpos,ArtificialExtraction,bala,Threat,Control,,20180702,{'Obj': 'Victim'; 'Source': 'Attacker'},,,HighRisk,['RAT'],40017461,[],flow:to_server; established; content:"/post"; http_uri; content:"User-Agent: something"; fast_pattern:only; http_header; content:"mac="; http_client_body; content:"&t1="; distance:0; http_client_body; ),classtype:RAT;,id:40017461;,rev:2;,metadata:impact_flag red; policy balanced-ips drop; policy security-ips drop; ruleset community; service http;
